DATE,TIME,LOCKER_ID,USER_ID,STATUS,
22/03/2019,04:49:38 PM,1,203224521,IN, 
22/03/2019,04:49:46 PM,2,7322718241,IN, 
22/03/2019,04:49:48 PM,3,14178131195,IN, 
22/03/2019,04:49:49 PM,3,14178131195,OUT, 
22/03/2019,04:49:54 PM,1,203224521,OUT, 
22/03/2019,04:49:59 PM,2,7322718241,OUT, 
22/03/2019,04:50:02 PM,1,14178131195,IN, 
22/03/2019,04:50:03 PM,1,14178131195,OUT, 
22/03/2019,04:50:10 PM,1,14178131195,IN, 
